Seg,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,135
1,0,0,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,135
2,0,0,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,90
3,0,0,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,135
4,0,0,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,135
0,0,1,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,0,1,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,0,1,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,0,1,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,0,1,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,0,2,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,0,2,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,0,2,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,0,2,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,0,2,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,0,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,0,3,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,0,3,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,0,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,0,3,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,0,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,0,4,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,0,4,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,0,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,0,4,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,1,0,37.9993,255,255,360,3.40E+38,3.40E+38,0,0,0,0,255,328.3333
1,1,0,52.9993,240,255,240,3.40E+38,3.40E+38,0,0,0,14.999989,240,328.3333
2,1,0,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,138.33333
3,1,0,35.217407,240,240,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,328.3333
4,1,0,35.217407,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,328.3333
0,1,1,37.9993,255,255,360,327.0007,3.40E+38,0,0,0,0,255,261.875
1,1,1,67.9993,240,270,240,3.40E+38,3.40E+38,0,0,0,29.999989,240,280
2,1,1,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
3,1,1,35.217392,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
4,1,1,35.217377,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,1,2,37.9993,255,255,327.0007,312.0007,3.40E+38,0,0,0,0,255,261.875
1,1,2,82.9993,240,285,240,3.40E+38,3.40E+38,0,0,0,44.99999,240,280
2,1,2,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
3,1,2,35.217407,240,240,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
4,1,2,35.217377,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240,279.99997
0,1,3,37.9993,255,255,312.0007,297.0007,3.40E+38,0,0,0,0,255,261.875
1,1,3,97.9993,240,300,240,3.40E+38,3.40E+38,0,0,0,59.99999,240,280
2,1,3,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
3,1,3,35.217392,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
4,1,3,35.217392,240.00002,240.00002,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
0,1,4,37.9993,255,255,297.0007,282.0007,3.40E+38,0,0,0,0,255,261.875
1,1,4,112.9993,240,315,240,3.40E+38,3.40E+38,0,0,0,74.999985,240,280
2,1,4,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
3,1,4,35.217407,240,240,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
4,1,4,35.217407,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
0,2,0,32.628387,225,225,282.0007,267.0007,3.40E+38,0,0,0,0,225,261.875
1,2,0,92.62839,240,300,240,3.40E+38,3.40E+38,0,0,0,59.99999,240,280
2,2,0,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
3,2,0,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
4,2,0,32.628387,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,2,1,32.628387,225,225,267.0007,287.3716,3.40E+38,0,0,0,0,225,298.125
1,2,1,77.62839,240,285,240,3.40E+38,3.40E+38,0,0,0,44.99999,240,280
2,2,1,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
3,2,1,32.628418,240,240,360,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
4,2,1,32.628387,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240,279.99997
0,2,2,32.628387,225,225,287.3716,302.3716,3.40E+38,0,0,0,0,225,298.125
1,2,2,62.628387,240,270,240,3.40E+38,3.40E+38,0,0,0,29.999989,240,280
2,2,2,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
3,2,2,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
4,2,2,32.628403,240.00002,240.00002,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
0,2,3,32.628387,225,225,302.3716,317.3716,3.40E+38,0,0,0,0,225,298.125
1,2,3,47.628387,240,254.99998,240,3.40E+38,3.40E+38,0,0,0,14.999989,240,280
2,2,3,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
3,2,3,32.628418,240,240,360,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
4,2,3,32.628418,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
0,2,4,32.628387,225,225,317.3716,332.3716,3.40E+38,0,0,0,0,225,298.125
1,2,4,32.628403,239.99998,239.99998,240,3.40E+38,3.40E+38,0,0,0,3.81E-06,239.99998,280
2,2,4,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
3,2,4,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
4,2,4,32.628387,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,3,0,28.655655,200,200,332.3716,3.40E+38,3.40E+38,0,0,0,0,200,298.125
1,3,0,28.65567,200,200,240,3.40E+38,3.40E+38,0,0,0,9.54E-06,200,280.00003
2,3,0,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,90
3,3,0,28.65567,200,200,360,3.40E+38,3.40E+38,0,0,0,9.54E-06,200,279.99997
4,3,0,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,279.99997
0,3,1,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,1,28.655655,200.00002,200.00002,240,3.40E+38,3.40E+38,0,0,0,0,200.00002,328.3333
2,3,1,31.952667,200.00002,200.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200.00002,138.33333
3,3,1,28.655655,200.00003,200.00003,360,3.40E+38,3.40E+38,0,0,0,0,200.00003,328.3333
4,3,1,28.655655,200.00003,200.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200.00003,328.3333
0,3,2,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,2,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,2,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33331
3,3,2,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,3,2,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,3,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,3,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,3,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,3,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,3,3,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
0,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,4,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,4,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
4,3,4,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
