Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV
0,0,0,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,0,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,0,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,0,18.77407,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,1.91E-06
4,0,0,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,1,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,1,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,1,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,1,18.774067,10.000002,10.000002,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,1,17.142857,10.000002,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,2,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,2,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,2,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,2,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,2,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,3,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,3,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,3,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,3,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,3,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,4,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,4,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,4,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,4,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,4,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,5,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,5,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,5,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,5,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,5,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,6,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,6,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,6,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,6,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,6,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,7,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,7,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,7,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,7,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,7,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,8,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,8,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,8,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,8,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,8,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,9,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,9,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,9,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,9,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,9,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,10,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,10,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,10,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,10,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,10,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,11,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,11,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,11,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,11,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,11,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,12,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,12,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,12,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,12,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,12,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,13,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,13,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,13,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,13,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,13,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,14,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,14,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,14,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,14,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,14,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,15,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,15,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,15,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,15,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,15,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,16,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,16,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,16,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,16,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,16,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,17,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,17,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,17,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,17,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,17,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,18,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,18,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,18,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,18,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,18,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,19,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,19,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,19,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,19,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,19,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,20,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,20,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,20,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,20,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,20,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,21,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,21,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,21,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,21,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,21,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,22,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,22,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,22,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,22,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,22,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,23,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,23,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,23,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,23,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,23,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,24,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,24,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,24,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,24,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,24,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,25,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,25,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,25,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,25,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,25,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,26,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,26,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,26,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,26,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,26,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,27,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,27,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,27,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,27,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,27,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,28,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,28,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,28,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,28,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,28,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,29,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,29,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,29,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,29,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,29,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,30,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,30,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,30,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,30,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,30,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,31,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,31,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,31,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,31,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,31,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,32,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,32,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,32,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,32,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,32,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,33,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,33,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,33,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,33,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,33,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,34,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,34,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,34,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,34,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,34,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,35,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,35,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,35,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,35,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,35,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,36,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,36,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,36,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,36,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,36,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,37,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,37,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,37,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,37,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,37,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,38,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,38,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,38,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,38,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,38,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,39,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,39,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,39,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,39,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,39,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,40,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,40,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,40,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,40,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,40,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,41,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,41,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,41,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,41,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,41,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,42,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,42,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,42,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,42,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,42,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,43,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,43,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,43,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,43,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,43,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,44,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,44,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,44,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,44,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,44,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,45,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,45,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,45,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,45,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,45,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,46,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,46,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,46,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,46,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,46,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,47,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,47,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
