Seg,Period,Step ,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF
0,2,15,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,15,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,15,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,15,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,15,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,16,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,16,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,16,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,16,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,16,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,17,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,17,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,17,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,17,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,17,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,18,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,18,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,18,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,18,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,18,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,19,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,19,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,19,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,19,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,19,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,20,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,20,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,20,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,20,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,20,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,21,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,21,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,21,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,21,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,21,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,22,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,22,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,22,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,22,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,22,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,23,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,23,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,23,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,23,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,23,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,24,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,24,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,24,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,24,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,24,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,25,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,25,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,25,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,25,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,25,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,26,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,26,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,26,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,26,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,26,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,27,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,27,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,27,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,27,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,27,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,28,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,28,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,28,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,28,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,28,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,29,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,29,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,29,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,29,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,29,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,30,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,30,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,30,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,30,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,30,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,31,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,31,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,31,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,31,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,31,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,32,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,32,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,32,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,32,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,32,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,33,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,33,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,33,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,33,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,33,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,34,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,34,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,34,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,34,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,34,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,35,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,35,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,35,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,35,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,35,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,36,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,36,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,36,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,36,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,36,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,37,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,37,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,37,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,37,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,37,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,38,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,38,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,38,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,38,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,38,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,39,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,39,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,39,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,39,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,39,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,40,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,40,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,40,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,40,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,40,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,41,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,41,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,41,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,41,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,41,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,42,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,42,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,42,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,42,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,42,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,43,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,43,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,43,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,43,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,43,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,44,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,44,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,44,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,44,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,44,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,45,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,45,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,45,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,45,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,45,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,46,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,46,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,46,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,46,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,46,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,47,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,47,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,47,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,47,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,47,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,48,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,48,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,48,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,48,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,48,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,49,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,49,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,49,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,49,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,49,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,50,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,50,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,50,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,50,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,50,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,51,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,51,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,51,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,51,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,51,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,52,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,52,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,52,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,52,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,52,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,53,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,53,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,53,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,53,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,53,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,54,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,54,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,54,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,54,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,54,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,55,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,55,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,55,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,55,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,55,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,56,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,56,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,56,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,56,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,56,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,57,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,57,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,57,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,57,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,57,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,58,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,58,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,58,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,58,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,58,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,59,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,59,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,59,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,59,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
4,2,59,20,11.666666,11.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0
